Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2022-08-11,Cable Face Pull,Shoulders,30.0,kgs,15,,,
2022-08-11,Cable Face Pull,Shoulders,30.0,kgs,15,,,
2022-08-11,Cable Face Pull,Shoulders,30.0,kgs,15,,,
2022-08-11,Dumbbell Overhead Triceps Extension,Triceps,15.0,kgs,15,,,
2022-08-11,Dumbbell Overhead Triceps Extension,Triceps,15.0,kgs,15,,,
2022-08-12,Plate Loaded Overhead Press,Shoulders,0.0,kgs,20,,,
2022-08-12,Plate Loaded Overhead Press,Shoulders,40.0,kgs,12,,,
2022-08-12,Plate Loaded Overhead Press,Shoulders,80.0,kgs,6,,,
2022-08-12,Plate Loaded Overhead Press,Shoulders,125.0,kgs,6,,,
2022-08-12,Plate Loaded Overhead Press,Shoulders,127.5,kgs,5,,,
2022-08-12,Plate Loaded Overhead Press,Shoulders,125.0,kgs,5,,,
2022-08-12,Lateral Dumbbell Raise,Shoulders,20.0,kgs,13,,,
2022-08-12,Lateral Dumbbell Raise,Shoulders,20.0,kgs,13,,,
2022-08-12,Lateral Dumbbell Raise,Shoulders,20.0,kgs,13,,,
2022-08-12,Seated Cable Lat Row,Back,70.0,kgs,12,,,
2022-08-12,Seated Cable Lat Row,Back,70.0,kgs,12,,,
2022-08-12,Seated Cable Lat Row,Back,70.0,kgs,11,,,
2022-08-12,Lying Leg Curl Machine,Legs,65.3,kgs,9,,,
2022-08-12,Seated Leg Curl Machine,Legs,63.8,kgs,12,,,
2022-08-12,Seated Leg Curl Machine,Legs,63.8,kgs,12,,,
2022-08-12,Dumbbell Concentration Curl,Biceps,17.5,kgs,12,,,
2022-08-12,Dumbbell Concentration Curl,Biceps,17.5,kgs,10,,,
2022-08-12,Dumbbell Concentration Curl,Biceps,17.5,kgs,8,,,
2022-08-12,Cabel Weighted Crunches,Abs,40.0,kgs,15,,,
2022-08-12,Cabel Weighted Crunches,Abs,40.0,kgs,15,,,
2022-08-12,Push Up,Chest,0.0,kgs,25,,,
2022-08-12,Cabel Weighted Crunches,Abs,40.0,kgs,13,,,
2022-08-12,Push Up,Chest,0.0,kgs,19,,,
2022-08-17,Plate Loaded Leg Press,Legs,40.0,kgs,12,,,
2022-08-17,Plate Loaded Leg Press,Legs,250.0,kgs,14,,,
2022-08-17,Plate Loaded Leg Press,Legs,250.0,kgs,15,,,
2022-08-17,Plate Loaded Leg Press,Legs,250.0,kgs,14,,,
2022-08-17,Plate Loaded Leg Press,Legs,250.0,kgs,15,,,
2022-08-17,Incline Dumbbell Bench Press,Chest,25.0,kgs,8,,,
2022-08-17,Incline Dumbbell Bench Press,Chest,25.0,kgs,8,,,
2022-08-17,Incline Dumbbell Bench Press,Chest,25.0,kgs,8,,,
2022-08-17,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2022-08-17,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2022-08-17,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2022-08-17,Lat Pulldown,Back,47.3,kgs,10,,,
2022-08-17,Lat Pulldown,Back,47.3,kgs,10,,,
2022-08-17,Lat Pulldown,Back,47.3,kgs,11,,,
2022-08-17,EZ-Bar Curl,Biceps,17.5,kgs,12,,,
2022-08-17,EZ-Bar Curl,Biceps,17.5,kgs,15,,,
2022-08-17,EZ-Bar Curl,Biceps,17.5,kgs,12,,,
2022-08-17,EZ-Bar Curl,Biceps,17.5,kgs,12,,,
2022-08-18,Flat Dumbbell Bench Press,Chest,17.5,kgs,12,,,
2022-08-18,Flat Dumbbell Bench Press,Chest,32.5,kgs,4,,,
2022-08-18,Flat Dumbbell Bench Press,Chest,32.5,kgs,4,,,
2022-08-18,Flat Dumbbell Bench Press,Chest,32.5,kgs,4,,,
2022-08-18,RDL,Back,55.0,kgs,12,,,
2022-08-18,RDL,Back,55.0,kgs,12,,,
2022-08-18,RDL,Back,55.0,kgs,12,,,
2022-08-18,Low To High Cable Fly,Chest,12.3,kgs,15,,,
2022-08-18,Low To High Cable Fly,Chest,12.3,kgs,15,,,
2022-08-18,Low To High Cable Fly,Chest,12.3,kgs,15,,,
2022-08-18,Hanging Leg Raises,Abs,0.0,kgs,8,,,
2022-08-18,Hanging Leg Raises,Abs,0.0,kgs,6,,,
2022-08-18,Hanging Leg Raises,Abs,0.0,kgs,6,,,
2022-08-18,Seated Chest Supported Row,Back,80.0,kgs,15,,,
2022-08-18,Seated Chest Supported Row,Back,80.0,kgs,15,,,
2022-08-18,Seated Chest Supported Row,Back,80.0,kgs,15,,,
2022-08-18,Standing Arnold Press,Shoulders,12.5,kgs,12,,,
2022-08-18,Standing Arnold Press,Shoulders,12.5,kgs,12,,,
2022-08-18,Standing Arnold Press,Shoulders,12.5,kgs,12,,,
2022-08-18,Triceps Pushdown Single Arm Underhand Grip,Triceps,5.75,kgs,15,,,
2022-08-18,Triceps Pushdown Single Arm Underhand Grip,Triceps,5.75,kgs,15,,,
2022-08-18,Triceps Pushdown Single Arm Underhand Grip,Triceps,5.75,kgs,15,,,
2022-08-18,Cage Shrugs,Back,50.0,kgs,12,,,
2022-08-18,Cage Shrugs,Back,50.0,kgs,12,,,
2022-08-18,Cage Shrugs,Back,50.0,kgs,12,,,
2022-08-19,Pull Up,Back,0.0,kgs,4,,,
2022-08-19,Pull Up,Back,0.0,kgs,4,,,
2022-08-19,Pull Up,Back,0.0,kgs,4,,,
2022-08-19,Chest Supported Dumbbell Reardelt Row,Shoulders,17.5,kgs,10,,,
2022-08-19,Chest Supported Dumbbell Reardelt Row,Shoulders,17.5,kgs,10,,,
2022-08-19,Chest Supported Dumbbell Reardelt Row,Shoulders,17.5,kgs,11,,,
2022-08-19,Plate Loaded Leg Press,Legs,170.0,kgs,15,,,
2022-08-19,Plate Loaded Leg Press,Legs,170.0,kgs,15,,,
2022-08-19,Plate Loaded Leg Press,Legs,170.0,kgs,15,,,
2022-08-19,Seated Calf Raise,Legs,60.0,kgs,8,,,
2022-08-19,Seated Calf Raise,Legs,60.0,kgs,8,,,
2022-08-19,Seated Calf Raise,Legs,60.0,kgs,8,,,
2022-08-19,Seated Calf Raise,Legs,60.0,kgs,8,,,
2022-08-19,Cable Upright Row,Back,35.0,kgs,15,,,
2022-08-19,Cable Upright Row,Back,35.0,kgs,15,,,
2022-08-19,Cable Upright Row,Back,35.0,kgs,15,,,
2022-08-19,Dumbbell Hammer Curl,Biceps,12.5,kgs,10,,,
2022-08-19,Dumbbell Hammer Curl,Biceps,12.5,kgs,10,,,
2022-08-19,Dumbbell Hammer Curl,Biceps,12.5,kgs,10,,,
2022-08-20,Sumo Deadlift,Back,0.0,kgs,12,,,
2022-08-20,Sumo Deadlift,Back,40.0,kgs,6,,,
2022-08-20,Sumo Deadlift,Back,60.0,kgs,3,,,
2022-08-20,Sumo Deadlift,Back,90.0,kgs,5,,,
2022-08-20,Sumo Deadlift,Back,90.0,kgs,5,,,
2022-08-20,Sumo Deadlift,Back,90.0,kgs,5,,,
2022-08-20,Dip,Chest,15.0,kgs,8,,,
2022-08-20,Dip,Chest,15.0,kgs,8,,,
2022-08-20,Dip,Chest,15.0,kgs,8,,,
2022-08-20,Leg Extension Machine,Legs,55.0,kgs,20,,,
2022-08-20,Leg Extension Machine,Legs,55.0,kgs,20,,,
2022-08-20,Leg Extension Machine,Legs,55.0,kgs,20,,,
2022-08-20,One Arm High Cable Row,Back,22.3,kgs,12,,,
2022-08-20,One Arm High Cable Row,Back,22.3,kgs,12,,,
2022-08-20,One Arm High Cable Row,Back,22.3,kgs,12,,,
2022-08-20,Cable Face Pull,Shoulders,20.0,kgs,15,,,
2022-08-20,Cable Face Pull,Shoulders,20.0,kgs,15,,,
2022-08-20,Cable Face Pull,Shoulders,20.0,kgs,15,,,
2022-08-20,Cable Lateral Raises,Shoulders,10.0,kgs,15,,,
2022-08-20,Cable Lateral Raises,Shoulders,10.0,kgs,15,,,
2022-08-20,Cable Lateral Raises,Shoulders,10.0,kgs,15,,,
2022-08-20,Dumbbell Overhead Triceps Extension,Triceps,10.0,kgs,15,,,
2022-08-20,Dumbbell Overhead Triceps Extension,Triceps,10.0,kgs,15,,,
2022-08-22,Plate Loaded Overhead Press,Shoulders,0.0,kgs,12,,,
2022-08-22,Plate Loaded Overhead Press,Shoulders,40.0,kgs,7,,,
2022-08-22,Plate Loaded Overhead Press,Shoulders,85.0,kgs,7,,,
2022-08-22,Plate Loaded Overhead Press,Shoulders,85.0,kgs,6,,,
2022-08-22,Plate Loaded Overhead Press,Shoulders,85.0,kgs,6,,,
2022-08-22,Lateral Dumbbell Raise,Shoulders,12.5,kgs,13,,,
2022-08-22,Lateral Dumbbell Raise,Shoulders,12.5,kgs,13,,,
2022-08-22,Lateral Dumbbell Raise,Shoulders,12.5,kgs,13,,,
2022-08-22,Single Arm Cable Lat Row,Back,20.0,kgs,12,,,
2022-08-22,Single Arm Cable Lat Row,Back,20.0,kgs,12,,,
2022-08-22,Single Arm Cable Lat Row,Back,20.0,kgs,12,,,
2022-08-22,Dumbbell Concentration Curl,Biceps,10.0,kgs,12,,,
2022-08-22,Dumbbell Concentration Curl,Biceps,10.0,kgs,12,,,
2022-08-22,Dumbbell Concentration Curl,Biceps,10.0,kgs,12,,,
2022-08-22,Cabel Weighted Crunches,Abs,25.0,kgs,15,,,
2022-08-22,Cabel Weighted Crunches,Abs,25.0,kgs,15,,,
2022-08-22,Cabel Weighted Crunches,Abs,25.0,kgs,15,,,
2022-08-23,Barbell Front Squat,Legs,0.0,kgs,12,,,
2022-08-23,Barbell Front Squat,Legs,40.0,kgs,5,,,
2022-08-23,Barbell Front Squat,Legs,80.0,kgs,4,,,
2022-08-23,Barbell Front Squat,Legs,82.5,kgs,4,,,
2022-08-23,Barbell Front Squat,Legs,85.0,kgs,4,,,
2022-08-23,Incline Dumbbell Bench Press,Chest,17.5,kgs,12,,,
2022-08-23,Incline Dumbbell Bench Press,Chest,37.5,kgs,7,,,
2022-08-23,Incline Dumbbell Bench Press,Chest,37.5,kgs,7,,,
2022-08-23,Lat Pulldown,Back,67.5,kgs,10,,,
2022-08-23,Lat Pulldown,Back,67.5,kgs,10,,,
2022-08-23,Lat Pulldown,Back,67.5,kgs,10,,,
2022-08-23,EZ-Bar Curl,Biceps,25.0,kgs,12,,,
2022-08-23,EZ-Bar Curl,Biceps,25.0,kgs,12,,,
2022-08-23,EZ-Bar Curl,Biceps,25.0,kgs,11,,,
2022-08-23,Hanging Leg Raises,Abs,0.0,kgs,12,,,
2022-08-23,Hanging Leg Raises,Abs,0.0,kgs,12,,,
2022-08-23,Hanging Leg Raises,Abs,0.0,kgs,11,,,
2022-08-23,Seated Leg Curl Machine,Legs,65.3,kgs,12,,,
2022-08-23,Seated Leg Curl Machine,Legs,65.3,kgs,12,,,
2022-08-24,Flat Dumbbell Bench Press,Chest,15.0,kgs,12,,,
2022-08-24,Flat Dumbbell Bench Press,Chest,45.0,kgs,4,,,
2022-08-24,Flat Dumbbell Bench Press,Chest,45.0,kgs,4,,,
2022-08-24,Flat Dumbbell Bench Press,Chest,45.0,kgs,3,,,
2022-08-24,Low To High Cable Fly,Chest,20.0,kgs,15,,,
2022-08-24,Low To High Cable Fly,Chest,20.0,kgs,15,,,
2022-08-24,Low To High Cable Fly,Chest,20.0,kgs,15,,,
2022-08-24,RDL,Back,82.5,kgs,12,,,
2022-08-24,RDL,Back,85.0,kgs,12,,,
2022-08-24,RDL,Back,87.5,kgs,12,,,
2022-08-24,Seated Chest Supported Row,Back,115.0,kgs,15,,,
2022-08-24,Seated Chest Supported Row,Back,115.0,kgs,15,,,
2022-08-24,Seated Chest Supported Row,Back,115.0,kgs,15,,,
2022-08-24,Standing Arnold Press,Shoulders,22.5,kgs,10,,,
2022-08-24,Standing Arnold Press,Shoulders,22.5,kgs,5,,,
2022-08-24,Standing Arnold Press,Shoulders,20.0,kgs,7,,,
2022-08-24,Triceps Pushdown Single Arm Underhand Grip,Triceps,8.0,kgs,13,,,
2022-08-24,Triceps Pushdown Single Arm Underhand Grip,Triceps,8.0,kgs,10,,,
2022-08-24,Triceps Pushdown Single Arm Underhand Grip,Triceps,8.0,kgs,9,,,
2022-08-25,Pull Up,Back,0.0,kgs,6,,,
2022-08-25,Pull Up,Back,0.0,kgs,6,,,
2022-08-25,Pull Up,Back,0.0,kgs,6,,,
2022-08-25,Chest Supported Dumbbell Reardelt Row,Shoulders,25.0,kgs,10,,,
2022-08-25,Chest Supported Dumbbell Reardelt Row,Shoulders,25.0,kgs,10,,,
2022-08-25,Chest Supported Dumbbell Reardelt Row,Shoulders,25.0,kgs,10,,,
2022-08-25,Plate Loaded Leg Press,Legs,120.0,kgs,10,,,
2022-08-25,Plate Loaded Leg Press,Legs,252.5,kgs,15,,,
2022-08-25,Plate Loaded Leg Press,Legs,255.0,kgs,15,,,
2022-08-25,Plate Loaded Leg Press,Legs,257.5,kgs,15,,,
2022-08-25,Seated Calf Raise,Legs,100.0,kgs,8,,,
2022-08-25,Seated Calf Raise,Legs,100.0,kgs,8,,,
2022-08-25,Seated Calf Raise,Legs,100.0,kgs,8,,,
2022-08-25,Seated Calf Raise,Legs,100.0,kgs,8,,,
2022-08-25,Dumbbell Hammer Curl,Biceps,22.5,kgs,10,,,
2022-08-25,Dumbbell Hammer Curl,Biceps,22.5,kgs,7,,,
2022-08-25,Dumbbell Hammer Curl,Biceps,20.0,kgs,10,,,
2022-08-25,Cable Upright Row,Back,50.0,kgs,15,,,
2022-08-25,Cable Upright Row,Back,50.0,kgs,15,,,
2022-08-25,Cable Upright Row,Back,50.0,kgs,15,,,
2022-08-25,Cage Shrugs,Back,80.0,kgs,12,,,
2022-08-25,Cage Shrugs,Back,80.0,kgs,12,,,
2022-08-25,Cage Shrugs,Back,80.0,kgs,12,,,
2022-08-26,Sumo Deadlift,Back,0.0,kgs,12,,,
2022-08-26,Sumo Deadlift,Back,40.0,kgs,6,,,
2022-08-26,Sumo Deadlift,Back,80.0,kgs,3,,,
2022-08-26,Sumo Deadlift,Back,132.5,kgs,4,,,
2022-08-26,Sumo Deadlift,Back,132.5,kgs,4,,,
2022-08-26,Sumo Deadlift,Back,132.5,kgs,2,,,
2022-08-26,Dip,Chest,0.0,kgs,8,,,
2022-08-26,Dip,Chest,23.75,kgs,8,,,
2022-08-26,Dip,Chest,25.0,kgs,8,,,
2022-08-26,Dip,Chest,26.25,kgs,6,,,
2022-08-26,One Arm High Cable Row,Back,37.2,kgs,12,,,
2022-08-26,One Arm High Cable Row,Back,37.2,kgs,12,,,
2022-08-26,One Arm High Cable Row,Back,37.2,kgs,10,,,
2022-08-26,Leg Extension Machine,Legs,81.0,kgs,20,,,
2022-08-26,Leg Extension Machine,Legs,81.0,kgs,20,,,
2022-08-26,Leg Extension Machine,Legs,81.0,kgs,17,,,
2022-08-26,Cable Face Pull,Shoulders,32.3,kgs,15,,,
2022-08-26,Cable Face Pull,Shoulders,32.3,kgs,15,,,
2022-08-26,Cable Face Pull,Shoulders,32.3,kgs,15,,,
2022-08-26,Dumbbell Overhead Triceps Extension,Triceps,15.0,kgs,15,,,
2022-08-26,Dumbbell Overhead Triceps Extension,Triceps,15.0,kgs,11,,,
2022-08-28,Plate Loaded Overhead Press,Shoulders,0.0,kgs,12,,,
2022-08-28,Plate Loaded Overhead Press,Shoulders,40.0,kgs,8,,,
2022-08-28,Plate Loaded Overhead Press,Shoulders,80.0,kgs,4,,,
2022-08-28,Plate Loaded Overhead Press,Shoulders,125.0,kgs,6,,,
2022-08-28,Plate Loaded Overhead Press,Shoulders,127.5,kgs,6,,,
2022-08-28,Plate Loaded Overhead Press,Shoulders,130.0,kgs,6,,,
2022-08-28,Lateral Dumbbell Raise,Shoulders,20.0,kgs,15,,,
2022-08-28,Lateral Dumbbell Raise,Shoulders,20.0,kgs,12,,,
2022-08-28,Lateral Dumbbell Raise,Shoulders,20.0,kgs,14,,,
2022-08-28,Single Arm Cable Lat Row,Back,32.3,kgs,12,,,
2022-08-28,Single Arm Cable Lat Row,Back,32.3,kgs,11,,,
2022-08-28,Single Arm Cable Lat Row,Back,32.3,kgs,10,,,
2022-08-28,Seated Leg Curl Machine,Legs,67.5,kgs,12,,,
2022-08-28,Seated Leg Curl Machine,Legs,67.5,kgs,12,,,
2022-08-28,Seated Leg Curl Machine,Legs,67.5,kgs,9,,,
2022-08-28,Dumbbell Concentration Curl,Biceps,17.5,kgs,12,,,
2022-08-28,Dumbbell Concentration Curl,Biceps,17.5,kgs,10,,,
2022-08-28,Dumbbell Concentration Curl,Biceps,17.5,kgs,10,,,
2022-08-28,Push Up,Chest,0.0,kgs,30,,,
2022-08-28,Cabel Weighted Crunches,Abs,35.0,kgs,15,,,
2022-08-28,Cabel Weighted Crunches,Abs,40.0,kgs,15,,,
2022-08-28,Push Up,Chest,0.0,kgs,15,,,
2022-08-28,Cabel Weighted Crunches,Abs,40.0,kgs,15,,,
2022-08-30,Barbell Squat,Legs,0.0,kgs,12,,,
2022-08-30,Barbell Squat,Legs,40.0,kgs,6,,,
2022-08-30,Barbell Squat,Legs,80.0,kgs,4,,,
2022-08-30,Barbell Squat,Legs,85.0,kgs,4,,,
2022-08-30,Barbell Squat,Legs,90.0,kgs,4,,,
2022-08-30,Incline Dumbbell Bench Press,Chest,17.5,kgs,12,,,
2022-08-30,Barbell Squat,Legs,100.0,kgs,4,,,
2022-08-30,Barbell Squat,Legs,110.0,kgs,2,,,
2022-08-30,Incline Dumbbell Bench Press,Chest,37.5,kgs,6,,,
2022-08-30,Incline Dumbbell Bench Press,Chest,37.5,kgs,6,,,
2022-08-30,Incline Dumbbell Bench Press,Chest,37.5,kgs,5,,,
2022-08-30,Seated Leg Curl Machine,Legs,67.5,kgs,12,,,
2022-08-30,Seated Leg Curl Machine,Legs,67.5,kgs,12,,,
2022-08-30,Seated Leg Curl Machine,Legs,67.5,kgs,12,,,
2022-08-30,Lat Pulldown,Back,69.8,kgs,10,,,
2022-08-30,Lat Pulldown,Back,69.8,kgs,10,,,
2022-08-30,Lat Pulldown,Back,69.8,kgs,9,,,
2022-08-30,EZ-Bar Curl,Biceps,25.0,kgs,12,,,
2022-08-30,EZ-Bar Curl,Biceps,25.0,kgs,12,,,
2022-08-30,Hanging Leg Raises,Abs,0.0,kgs,12,,,
2022-08-30,Hanging Leg Raises,Abs,0.0,kgs,12,,,
2022-08-30,Hanging Leg Raises,Abs,0.0,kgs,12,,,
2022-08-31,Flat Dumbbell Bench Press,Chest,17.5,kgs,10,,,
2022-08-31,Flat Dumbbell Bench Press,Chest,47.5,kgs,3,,,
2022-08-31,Flat Dumbbell Bench Press,Chest,47.5,kgs,3,,,
2022-08-31,Flat Dumbbell Bench Press,Chest,50.0,kgs,2,,,
2022-08-31,RDL,Back,85.0,kgs,12,,,
2022-08-31,RDL,Back,87.5,kgs,12,,,
2022-08-31,RDL,Back,90.0,kgs,7,,,
2022-08-31,Low To High Cable Fly,Chest,22.3,kgs,15,,,
2022-08-31,Low To High Cable Fly,Chest,22.3,kgs,15,,,
2022-08-31,Low To High Cable Fly,Chest,22.3,kgs,12,,,
2022-08-31,Seated Chest Supported Row,Back,120.0,kgs,15,,,
2022-08-31,Seated Chest Supported Row,Back,120.0,kgs,15,,,
2022-08-31,Seated Chest Supported Row,Back,120.0,kgs,12,,,
2022-08-31,Standing Arnold Press,Shoulders,22.5,kgs,8,,,
2022-08-31,Standing Arnold Press,Shoulders,20.0,kgs,11,,,
2022-08-31,Standing Arnold Press,Shoulders,20.0,kgs,5,,,
2022-08-31,Standing Arnold Press,Shoulders,17.5,kgs,3,,,
2022-08-31,Triceps Pushdown Single Arm Underhand Grip,Triceps,8.0,kgs,15,,,
2022-08-31,Cage Shrugs,Back,85.0,kgs,12,,,
2022-08-31,Triceps Pushdown Single Arm Underhand Grip,Triceps,8.0,kgs,13,,,
2022-08-31,Triceps Pushdown Single Arm Underhand Grip,Triceps,8.0,kgs,9,,,
2022-08-31,Cage Shrugs,Back,85.0,kgs,12,,,
2022-08-31,Cage Shrugs,Back,85.0,kgs,12,,,
2022-09-01,Pull Up,Back,2.5,kgs,6,,,
2022-09-01,Pull Up,Back,2.5,kgs,6,,,
2022-09-01,Pull Up,Back,2.5,kgs,5,,,
2022-09-01,Chest Supported Dumbbell Reardelt Row,Shoulders,22.5,kgs,10,,,
2022-09-01,Chest Supported Dumbbell Reardelt Row,Shoulders,22.5,kgs,10,,,
2022-09-01,Plate Loaded Leg Press,Legs,260.0,kgs,15,,,
2022-09-01,Plate Loaded Leg Press,Legs,265.0,kgs,15,,,
2022-09-01,Plate Loaded Leg Press,Legs,267.5,kgs,15,,,
2022-09-01,Standing Calf Raise,Legs,180.0,kgs,12,,,
2022-09-01,Standing Calf Raise,Legs,190.0,kgs,8,,,
2022-09-01,Standing Calf Raise,Legs,190.0,kgs,10,,,
2022-09-01,Standing Calf Raise,Legs,190.0,kgs,9,,,
2022-09-01,Dumbbell Hammer Curl,Biceps,22.5,kgs,10,,,
2022-09-01,Dumbbell Hammer Curl,Biceps,22.5,kgs,8,,,
2022-09-01,Dumbbell Hammer Curl,Biceps,20.0,kgs,10,,,
2022-09-01,Cable Upright Row,Back,52.0,kgs,15,,,
2022-09-01,Cable Upright Row,Back,52.0,kgs,15,,,
2022-09-01,Cable Upright Row,Back,52.0,kgs,15,,,
2022-09-02,Sumo Deadlift,Back,0.0,kgs,12,,,
2022-09-02,Sumo Deadlift,Back,40.0,kgs,6,,,
2022-09-02,Sumo Deadlift,Back,80.0,kgs,3,,,
2022-09-02,Sumo Deadlift,Back,132.5,kgs,2,,,
2022-09-02,Sumo Deadlift,Back,120.0,kgs,4,,,
2022-09-02,Dip,Chest,0.0,kgs,6,,,
2022-09-02,Dip,Chest,25.0,kgs,8,,,
2022-09-02,Dip,Chest,25.0,kgs,8,,,
2022-09-02,Dip,Chest,25.0,kgs,5,,,
2022-09-02,Leg Extension Machine,Legs,81.0,kgs,20,,,
2022-09-02,Leg Extension Machine,Legs,81.0,kgs,20,,,
2022-09-02,Leg Extension Machine,Legs,81.0,kgs,20,,,
2022-09-02,One Arm High Cable Row,Back,37.2,kgs,12,,,
2022-09-02,One Arm High Cable Row,Back,37.2,kgs,10,,,
2022-09-02,One Arm High Cable Row,Back,35.0,kgs,10,,,
2022-09-02,Cable Face Pull,Shoulders,35.0,kgs,15,,,
2022-09-02,Cable Face Pull,Shoulders,35.0,kgs,15,,,
2022-09-02,Cable Face Pull,Shoulders,35.0,kgs,15,,,
2022-09-02,Dumbbell Overhead Triceps Extension,Triceps,15.0,kgs,15,,,
2022-09-02,Dumbbell Overhead Triceps Extension,Triceps,15.0,kgs,12,,,
2022-09-02,Dumbbell Overhead Triceps Extension,Triceps,15.0,kgs,12,,,
2022-09-02,Cable Lateral Raises,Shoulders,11.5,kgs,15,,,
2022-09-02,Cable Lateral Raises,Shoulders,11.5,kgs,15,,,
2022-09-02,Cable Lateral Raises,Shoulders,11.5,kgs,15,,,
2022-09-04,Barbell Overhead Press,Shoulders,0.0,kgs,12,,,
2022-09-04,Barbell Overhead Press,Shoulders,20.0,kgs,6,,,
2022-09-04,Barbell Overhead Press,Shoulders,40.0,kgs,6,,,
2022-09-04,Barbell Overhead Press,Shoulders,45.0,kgs,6,,,
2022-09-04,Barbell Overhead Press,Shoulders,47.5,kgs,3,,,
2022-09-04,Lateral Dumbbell Raise,Shoulders,20.0,kgs,15,,,
2022-09-04,Lateral Dumbbell Raise,Shoulders,20.0,kgs,15,,,
2022-09-04,Lateral Dumbbell Raise,Shoulders,20.0,kgs,13,,,
2022-09-04,Single Arm Cable Lat Row,Back,32.3,kgs,12,,,
2022-09-04,Single Arm Cable Lat Row,Back,32.3,kgs,12,,,
2022-09-04,Single Arm Cable Lat Row,Back,32.3,kgs,12,,,
2022-09-04,Plate Loaded Kneeling Leg Curl,Legs,30.0,kgs,12,,,
2022-09-04,Plate Loaded Kneeling Leg Curl,Legs,50.0,kgs,12,,,
2022-09-04,Plate Loaded Kneeling Leg Curl,Legs,60.0,kgs,9,,,
2022-09-04,Dumbbell Concentration Curl,Biceps,17.5,kgs,12,,,
2022-09-04,Dumbbell Concentration Curl,Biceps,17.5,kgs,11,,,
2022-09-04,Dumbbell Concentration Curl,Biceps,17.5,kgs,11,,,
2022-09-04,Cabel Weighted Crunches,Abs,40.0,kgs,15,,,
2022-09-04,Cabel Weighted Crunches,Abs,40.0,kgs,15,,,
2022-09-04,Cabel Weighted Crunches,Abs,40.0,kgs,11,,,
2022-09-04,Push Up,Chest,0.0,kgs,32,,,
2022-09-04,Push Up,Chest,0.0,kgs,9,,,
2022-09-05,Barbell Front Squat,Legs,0.0,kgs,12,,,
2022-09-05,Barbell Front Squat,Legs,40.0,kgs,5,,,
2022-09-05,Barbell Front Squat,Legs,82.5,kgs,4,,,
2022-09-05,Barbell Front Squat,Legs,85.0,kgs,4,,,
2022-09-05,Barbell Front Squat,Legs,90.0,kgs,2,,,
2022-09-05,Incline Dumbbell Bench Press,Chest,17.5,kgs,12,,,
2022-09-05,Incline Dumbbell Bench Press,Chest,37.5,kgs,6,,,
2022-09-05,Incline Dumbbell Bench Press,Chest,37.5,kgs,6,,,
2022-09-05,Incline Dumbbell Bench Press,Chest,37.5,kgs,6,,,
2022-09-05,Incline Dumbbell Bench Press,Chest,40.0,kgs,5,,,
2022-09-05,Lat Pulldown,Back,69.8,kgs,10,,,
2022-09-05,Lat Pulldown,Back,69.8,kgs,10,,,
2022-09-05,Lat Pulldown,Back,69.8,kgs,10,,,
2022-09-05,EZ-Bar Curl,Biceps,27.5,kgs,12,,,
2022-09-05,EZ-Bar Curl,Biceps,27.5,kgs,12,,,
2022-09-05,EZ-Bar Curl,Biceps,27.5,kgs,12,,,
2022-09-05,Plate Loaded Kneeling Leg Curl,Legs,55.0,kgs,10,,,
2022-09-05,Plate Loaded Kneeling Leg Curl,Legs,55.0,kgs,10,,,
2022-09-05,Plate Loaded Kneeling Leg Curl,Legs,55.0,kgs,10,,,
2022-09-05,Hanging Leg Raises,Abs,0.0,kgs,12,,,
2022-09-05,Hanging Leg Raises,Abs,0.0,kgs,12,,,
2022-09-05,Hanging Leg Raises,Abs,0.0,kgs,12,,,
2022-09-06,Flat Dumbbell Bench Press,Chest,20.0,kgs,12,,,
2022-09-06,Flat Dumbbell Bench Press,Chest,50.0,kgs,3,,,
2022-09-06,Flat Dumbbell Bench Press,Chest,50.0,kgs,2,,,
2022-09-06,Flat Dumbbell Bench Press,Chest,47.5,kgs,2,,,
2022-09-06,Flat Dumbbell Bench Press,Chest,40.0,kgs,6,,,
2022-09-06,Low To High Cable Fly,Chest,22.3,kgs,15,,,
2022-09-06,Low To High Cable Fly,Chest,22.3,kgs,15,,,
2022-09-06,Low To High Cable Fly,Chest,22.3,kgs,15,,,
2022-09-06,RDL,Back,87.5,kgs,12,,,
2022-09-06,RDL,Back,90.0,kgs,12,,,
2022-09-06,RDL,Back,92.5,kgs,9,,,
2022-09-06,Seated Chest Supported Row,Back,120.0,kgs,15,,,
2022-09-06,Seated Chest Supported Row,Back,125.0,kgs,15,,,
2022-09-06,Seated Chest Supported Row,Back,127.5,kgs,15,,,
2022-09-06,Standing Arnold Press,Shoulders,20.0,kgs,12,,,
2022-09-06,Standing Arnold Press,Shoulders,20.0,kgs,12,,,
2022-09-06,Standing Arnold Press,Shoulders,20.0,kgs,8,,,
2022-09-06,Triceps Pushdown Single Arm Underhand Grip,Triceps,8.0,kgs,15,,,
2022-09-06,Triceps Pushdown Single Arm Underhand Grip,Triceps,8.0,kgs,15,,,
2022-09-06,Triceps Pushdown Single Arm Underhand Grip,Triceps,8.0,kgs,8,,,
2022-09-07,Pull Up,Back,5.0,kgs,6,,,
