Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2022-02-13,Barbell Overhead Press,Shoulders,0.0,kgs,10,,,
2022-02-13,Barbell Overhead Press,Shoulders,5.0,kgs,8,,,
2022-02-13,Barbell Overhead Press,Shoulders,10.0,kgs,6,,,
2022-02-13,Barbell Overhead Press,Shoulders,20.0,kgs,8,,,
2022-02-13,Barbell Overhead Press,Shoulders,25.0,kgs,8,,,
2022-02-13,Barbell Overhead Press,Shoulders,30.0,kgs,8,,,
2022-02-13,Barbell Overhead Press,Shoulders,35.0,kgs,5,,,
2022-02-13,Cable Lateral Raises,Shoulders,10.0,kgs,12,,,
2022-02-13,Cable Lateral Raises,Shoulders,10.0,kgs,12,,,
2022-02-13,Cable Lateral Raises,Shoulders,10.0,kgs,10,,,
2022-02-13,Cable Lateral Raises,Shoulders,10.0,kgs,8,,,
2022-02-13,Cable Rear Delt Row,Shoulders,24.0,kgs,12,,,
2022-02-13,Cable Rear Delt Row,Shoulders,28.0,kgs,12,,,
2022-02-13,Cable Rear Delt Row,Shoulders,28.0,kgs,12,,,
2022-02-13,Cable Rear Delt Row,Shoulders,30.0,kgs,12,,,
2022-02-13,Cable Rear Delt Row,Shoulders,30.0,kgs,12,,,
2022-02-13,Cable Y Raises,Shoulders,10.0,kgs,12,,,
2022-02-13,Cable Y Raises,Shoulders,10.0,kgs,4,,,
2022-02-13,Cable Y Raises,Shoulders,7.3,kgs,4,,,
2022-02-13,Cable Y Raises,Shoulders,5.0,kgs,12,,,
2022-02-13,Cable Y Raises,Shoulders,5.0,kgs,12,,,
2022-02-13,Barbell Curl Wide Grip,Biceps,15.0,kgs,12,,,
2022-02-13,Barbell Curl Wide Grip,Biceps,20.0,kgs,12,,,
2022-02-13,Barbell Curl Wide Grip,Biceps,25.0,kgs,12,,,
2022-02-13,Barbell Curl Wide Grip,Biceps,25.0,kgs,6,,,
2022-02-13,Barbell Curl Wide Grip,Biceps,20.0,kgs,5,,,
2022-02-13,Barbell Curl Wide Grip,Biceps,20.0,kgs,4,,,
2022-02-13,Barbell Curl Wide Grip,Biceps,15.0,kgs,6,,,
2022-02-13,Barbell Curl Wide Grip,Biceps,15.0,kgs,5,,,
2022-02-13,Barbell Curl Wide Grip,Biceps,12.5,kgs,6,,,
2022-02-14,Flat Barbell Bench Press,Chest,0.0,kgs,12,,,
2022-02-14,Flat Barbell Bench Press,Chest,10.0,kgs,12,,,
2022-02-14,Flat Barbell Bench Press,Chest,20.0,kgs,12,,,
2022-02-14,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2022-02-14,Flat Barbell Bench Press,Chest,45.0,kgs,8,,,
2022-02-14,Flat Barbell Bench Press,Chest,40.0,kgs,8,,,
2022-02-14,Flat Barbell Bench Press,Chest,30.0,kgs,12,,,
2022-02-14,Flat Barbell Bench Press,Chest,35.0,kgs,7,,,
2022-02-14,Low Incline Dumbbell Bench Press,Chest,15.0,kgs,12,,,
2022-02-14,Low Incline Dumbbell Bench Press,Chest,17.5,kgs,12,,,
2022-02-14,Low Incline Dumbbell Bench Press,Chest,20.0,kgs,8,,,
2022-02-14,Low Incline Dumbbell Bench Press,Chest,15.0,kgs,12,,,
2022-02-14,Low Incline Dumbbell Bench Press,Chest,17.5,kgs,12,,,
2022-02-14,Assisted Dip,Chest,32.5,kgs,12,,,
2022-02-14,Assisted Dip,Chest,27.5,kgs,9,,,
2022-02-14,Assisted Dip,Chest,32.5,kgs,6,,,
2022-02-14,Assisted Dip,Chest,36.5,kgs,9,,,
2022-02-14,Across Body Press,Chest,13.5,kgs,12,,,
2022-02-14,Across Body Press,Chest,15.7,kgs,12,,,
2022-02-14,Across Body Press,Chest,18.0,kgs,12,,,
2022-02-14,Across Body Press,Chest,20.3,kgs,12,,,
2022-02-15,Back Extension,Back,0.0,kgs,12,,,
2022-02-15,Back Extension,Back,10.0,kgs,12,,,
2022-02-15,Back Extension,Back,25.0,kgs,12,,,
2022-02-15,Back Extension,Back,25.0,kgs,12,,,
2022-02-15,Back Extension,Back,25.0,kgs,12,,,
2022-02-15,Assisted Pull Up,Back,36.5,kgs,10,,,
2022-02-15,Assisted Pull Up,Back,36.5,kgs,8,,,
2022-02-15,Assisted Pull Up,Back,36.5,kgs,9,,,
2022-02-15,Assisted Pull Up,Back,36.5,kgs,7,,,
2022-02-15,One Arm High Cable Row,Back,10.25,kgs,12,,,
2022-02-15,One Arm High Cable Row,Back,14.75,kgs,12,,,
2022-02-15,One Arm High Cable Row,Back,17.0,kgs,12,,,
2022-02-15,One Arm High Cable Row,Back,21.25,kgs,10,,,
2022-02-15,Seated Cable Lat Row,Back,28.0,kgs,12,,,
2022-02-15,Seated Cable Lat Row,Back,32.0,kgs,12,,,
2022-02-15,Seated Cable Lat Row,Back,32.0,kgs,12,,,
2022-02-15,Seated Cable Lat Row,Back,36.0,kgs,12,,,
2022-02-15,Barbell Brachialis Curl,Biceps,20.0,kgs,12,,,
2022-02-15,Barbell Brachialis Curl,Biceps,20.0,kgs,12,,,
2022-02-15,Barbell Brachialis Curl,Biceps,20.0,kgs,9,,,
2022-02-15,Barbell Brachialis Curl,Biceps,20.0,kgs,12,,,
2022-02-15,Barbell Brachialis Curl,Biceps,20.0,kgs,6,,,
2022-02-20,Dumbbell Overhead Press,Shoulders,15.0,kgs,15,,,
2022-02-20,Dumbbell Overhead Press,Shoulders,15.0,kgs,15,,,
2022-02-20,Dumbbell Overhead Press,Shoulders,15.0,kgs,15,,,
2022-02-20,Dumbbell Overhead Press,Shoulders,15.0,kgs,15,,,
2022-02-20,Cable Face Pull,Shoulders,20.0,kgs,12,,,
2022-02-20,Cable Face Pull,Shoulders,24.0,kgs,12,,,
2022-02-20,Cable Face Pull,Shoulders,24.0,kgs,12,,,
2022-02-20,Cable Face Pull,Shoulders,24.0,kgs,12,,,
2022-02-20,Lateral Dumbbell Raise,Shoulders,8.0,kgs,15,,,
2022-02-20,Lateral Dumbbell Raise,Shoulders,8.0,kgs,15,,,
2022-02-20,Lateral Dumbbell Raise,Shoulders,9.0,kgs,15,,,
2022-02-20,Lateral Dumbbell Raise,Shoulders,9.0,kgs,15,,,
2022-02-20,Rear Delt Cable Pull,Shoulders,12.5,kgs,12,,,
2022-02-20,Rear Delt Cable Pull,Shoulders,14.75,kgs,12,,,
2022-02-20,Rear Delt Cable Pull,Shoulders,14.75,kgs,12,,,
2022-02-20,Rear Delt Cable Pull,Shoulders,17.0,kgs,12,,,
2022-02-20,Cable Curl Behind Body,Biceps,8.0,kgs,8,,,
2022-02-20,Cable Curl Behind Body,Biceps,5.75,kgs,9,,,
2022-02-20,Cable Curl Behind Body,Biceps,5.75,kgs,11,,,
2022-02-20,Cable Curl Behind Body,Biceps,5.75,kgs,9,,,
2022-02-20,Barbell Curl Wide Grip,Biceps,25.0,kgs,12,,,
2022-02-20,Barbell Curl Wide Grip,Biceps,20.0,kgs,12,,,
2022-02-20,Barbell Curl Wide Grip,Biceps,20.0,kgs,12,,,
2022-02-20,Barbell Curl Wide Grip,Biceps,20.0,kgs,12,,,
2022-02-21,Incline Barbell Bench Press,Chest,0.0,kgs,12,,,
2022-02-21,Incline Barbell Bench Press,Chest,10.0,kgs,8,,,
2022-02-21,Incline Barbell Bench Press,Chest,20.0,kgs,8,,,
2022-02-21,Incline Barbell Bench Press,Chest,40.0,kgs,12,,,
2022-02-21,Incline Barbell Bench Press,Chest,45.0,kgs,9,,,
2022-02-21,Incline Barbell Bench Press,Chest,45.0,kgs,8,,,
2022-02-21,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2022-02-21,Bench Press Machine.,Chest,70.0,kgs,8,,,
2022-02-21,Bench Press Machine.,Chest,60.0,kgs,12,,,
2022-02-21,Bench Press Machine.,Chest,75.0,kgs,12,,,
2022-02-21,Bench Press Machine.,Chest,80.0,kgs,10,,,
2022-02-21,Assisted Dip,Chest,28.5,kgs,11,,,
2022-02-21,Assisted Dip,Chest,32.5,kgs,9,,,
2022-02-21,Assisted Dip,Chest,32.5,kgs,8,,,
2022-02-21,Assisted Dip,Chest,40.5,kgs,11,,,
2022-02-21,Seated Machine Fly,Chest,44.5,kgs,12,,,
2022-02-21,Seated Machine Fly,Chest,52.0,kgs,11,,,
2022-02-21,Seated Machine Fly,Chest,52.0,kgs,12,,,
2022-02-21,Seated Machine Fly,Chest,57.0,kgs,6,,,
2022-02-21,Bar Pushdown,Triceps,28.0,kgs,15,,,
2022-02-21,Bar Pushdown,Triceps,32.0,kgs,11,,,
2022-02-21,Bar Pushdown,Triceps,32.0,kgs,12,,,
2022-02-21,Bar Pushdown,Triceps,32.0,kgs,11,,,
2022-02-21,Bar Pushdown,Triceps,36.0,kgs,8,,,
2022-02-22,Back Extension,Back,0.0,kgs,12,,,
2022-02-22,Back Extension,Back,25.0,kgs,12,,,
2022-02-22,Back Extension,Back,30.0,kgs,12,,,
2022-02-22,Back Extension,Back,30.0,kgs,12,,,
2022-02-22,Straight-Arm Cable Pushdown,Back,35.0,kgs,15,,,
2022-02-22,Straight-Arm Cable Pushdown,Back,40.0,kgs,15,,,
2022-02-22,Straight-Arm Cable Pushdown,Back,45.0,kgs,12,,,
2022-02-22,Straight-Arm Cable Pushdown,Back,45.0,kgs,10,,,
2022-02-22,Meadow Row,Back,10.0,kgs,12,,,
2022-02-22,Meadow Row,Back,15.0,kgs,12,,,
2022-02-22,Meadow Row,Back,20.0,kgs,12,,,
2022-02-22,Meadow Row,Back,25.0,kgs,12,,,
2022-02-22,Cage Shrugs,Back,30.0,kgs,12,,,
2022-02-22,Cage Shrugs,Back,40.0,kgs,12,,,
2022-02-22,Cage Shrugs,Back,40.0,kgs,12,,,
2022-02-22,Cage Shrugs,Back,40.0,kgs,15,,,
2022-02-22,Meadow Row,Back,27.5,kgs,10,,,
2022-02-22,Dumbbell Lat Row Underhand,Back,22.5,kgs,12,,,
2022-02-22,Dumbbell Lat Row Underhand,Back,27.5,kgs,12,,,
2022-02-22,Dumbbell Lat Row Underhand,Back,27.5,kgs,12,,,
2022-02-22,Dumbbell Lat Row Underhand,Back,30.0,kgs,10,,,
2022-02-24,Shoulder Press Machine.,Shoulders,0.0,kgs,12,,,
2022-02-24,Shoulder Press Machine.,Shoulders,30.0,kgs,12,,,
2022-02-24,Shoulder Press Machine.,Shoulders,60.0,kgs,12,,,
2022-02-24,Shoulder Press Machine.,Shoulders,80.0,kgs,8,,,
2022-02-24,Shoulder Press Machine.,Shoulders,90.0,kgs,8,,,
2022-02-24,Shoulder Press Machine.,Shoulders,100.0,kgs,8,,,
2022-02-24,Shoulder Press Machine.,Shoulders,110.0,kgs,3,,,
2022-02-24,Shoulder Press Machine.,Shoulders,100.0,kgs,3,,,
2022-02-24,Shoulder Press Machine.,Shoulders,80.0,kgs,3,,,
2022-02-24,Cable Y Raises,Shoulders,10.0,kgs,12,,,
2022-02-24,Cable Y Raises,Shoulders,10.0,kgs,12,,,
2022-02-24,Cable Y Raises,Shoulders,10.0,kgs,12,,,
2022-02-24,Cable Y Raises,Shoulders,10.0,kgs,12,,,
2022-02-24,Cable Y Raises,Shoulders,10.0,kgs,7,,,
2022-02-24,Cable Rear Delt Row,Shoulders,28.0,kgs,12,,,
2022-02-24,Cable Rear Delt Row,Shoulders,36.0,kgs,12,,,
2022-02-24,Cable Rear Delt Row,Shoulders,38.0,kgs,12,,,
2022-02-24,Cable Rear Delt Row,Shoulders,38.0,kgs,12,,,
2022-02-24,Cable Rear Delt Row,Shoulders,36.0,kgs,11,,,
2022-02-24,Lateral Dumbbell Raise,Shoulders,8.0,kgs,15,,,
2022-02-24,Lateral Dumbbell Raise,Shoulders,10.0,kgs,12,,,
2022-02-24,Lateral Dumbbell Raise,Shoulders,10.0,kgs,12,,,
2022-02-24,Lateral Dumbbell Raise,Shoulders,10.0,kgs,12,,,
2022-02-24,Lateral Dumbbell Raise,Shoulders,8.0,kgs,8,,,
2022-02-24,Dumbbell Concentration Curl,Biceps,15.0,kgs,9,,,
2022-02-24,Dumbbell Concentration Curl,Biceps,12.5,kgs,9,,,
2022-02-24,Dumbbell Concentration Curl,Biceps,10.0,kgs,12,,,
2022-02-24,Dumbbell Concentration Curl,Biceps,12.5,kgs,7,,,
2022-02-24,Dumbbell Concentration Curl,Biceps,10.0,kgs,7,,,
2022-02-25,Back Extension,Back,0.0,kgs,12,,,
2022-02-25,Back Extension,Back,32.5,kgs,12,,,
2022-02-25,Back Extension,Back,32.5,kgs,12,,,
2022-02-25,Back Extension,Back,32.5,kgs,12,,,
2022-02-25,Back Extension,Back,32.5,kgs,12,,,
2022-02-25,Assisted Pull Up,Back,36.5,kgs,12,,,
2022-02-25,Assisted Pull Up,Back,36.5,kgs,10,,,
2022-02-25,Assisted Pull Up,Back,36.5,kgs,8,,,
2022-02-25,Assisted Pull Up,Back,36.5,kgs,10,,,
2022-02-25,One Arm High Cable Row,Back,17.0,kgs,12,,,
2022-02-25,One Arm High Cable Row,Back,19.25,kgs,12,,,
2022-02-25,One Arm High Cable Row,Back,21.5,kgs,12,,,
2022-02-25,One Arm High Cable Row,Back,21.5,kgs,11,,,
2022-02-25,Seated Cable Lat Row,Back,36.0,kgs,11,,,
2022-02-25,Seated Cable Lat Row,Back,36.0,kgs,11,,,
2022-02-25,Seated Cable Lat Row,Back,36.0,kgs,12,,,
2022-02-25,Seated Cable Lat Row,Back,36.0,kgs,15,,,
2022-02-25,Seated Cable Lat Row,Back,20.0,kgs,12,,,
2022-02-25,Seated Cable Lat Row,Back,12.0,kgs,12,,,
2022-02-25,Barbell Brachialis Curl,Biceps,20.0,kgs,12,,,
2022-02-25,Barbell Brachialis Curl,Biceps,25.0,kgs,7,,,
2022-02-25,Barbell Brachialis Curl,Biceps,20.0,kgs,9,,,
2022-02-25,Barbell Brachialis Curl,Biceps,25.0,kgs,6,,,
2022-02-25,Barbell Brachialis Curl,Biceps,20.0,kgs,3,,,
2022-02-25,Barbell Brachialis Curl,Biceps,20.0,kgs,6,,,
2022-02-26,Low Incline Dumbbell Bench Press,Chest,17.5,kgs,12,,,
2022-02-26,Low Incline Dumbbell Bench Press,Chest,20.0,kgs,12,,,
2022-02-26,Low Incline Dumbbell Bench Press,Chest,22.5,kgs,12,,,
2022-02-26,Low Incline Dumbbell Bench Press,Chest,25.0,kgs,12,,,
2022-02-26,Flat Barbell Bench Press,Chest,0.0,kgs,12,,,
2022-02-26,Flat Barbell Bench Press,Chest,20.0,kgs,12,,,
2022-02-26,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2022-02-26,Flat Barbell Bench Press,Chest,40.0,kgs,10,,,
2022-02-26,Flat Barbell Bench Press,Chest,40.0,kgs,10,,,
2022-02-26,Flat Barbell Bench Press,Chest,20.0,kgs,6,,,
2022-02-26,Flat Barbell Bench Press,Chest,30.0,kgs,6,,,
2022-02-26,Assisted Dip,Chest,28.5,kgs,10,,,
2022-02-26,Assisted Dip,Chest,28.5,kgs,8,,,
2022-02-26,Assisted Dip,Chest,32.5,kgs,12,,,
2022-02-26,Assisted Dip,Chest,32.5,kgs,12,,,
2022-02-26,Assisted Dip,Chest,32.5,kgs,7,,,
2022-02-26,Across Body Press,Chest,22.5,kgs,12,,,
2022-02-26,Across Body Press,Chest,31.5,kgs,10,,,
2022-02-26,Across Body Press,Chest,27.0,kgs,12,,,
2022-02-26,Across Body Press,Chest,30.8,kgs,12,,,
2022-02-26,Dumbbell Overhead Triceps Extension,Triceps,10.0,kgs,12,,,
2022-02-26,Dumbbell Overhead Triceps Extension,Triceps,10.0,kgs,12,,,
2022-02-26,Dumbbell Overhead Triceps Extension,Triceps,12.5,kgs,9,,,
2022-02-26,Dumbbell Overhead Triceps Extension,Triceps,12.5,kgs,5,,,
2022-02-26,Dumbbell Overhead Triceps Extension,Triceps,10.0,kgs,4,,,
2022-02-26,Dumbbell Overhead Triceps Extension,Triceps,10.0,kgs,10,,,
2022-02-28,Dumbbell Overhead Press,Shoulders,17.5,kgs,15,,,
2022-02-28,Dumbbell Overhead Press,Shoulders,17.5,kgs,15,,,
2022-02-28,Dumbbell Overhead Press,Shoulders,17.5,kgs,15,,,
2022-02-28,Dumbbell Overhead Press,Shoulders,17.5,kgs,15,,,
2022-02-28,Cable Face Pull,Shoulders,24.0,kgs,15,,,
2022-02-28,Cable Face Pull,Shoulders,24.0,kgs,15,,,
2022-02-28,Cable Face Pull,Shoulders,24.0,kgs,15,,,
2022-02-28,Cable Face Pull,Shoulders,24.0,kgs,15,,,
2022-02-28,Lateral Dumbbell Raise,Shoulders,10.0,kgs,15,,,
2022-02-28,Lateral Dumbbell Raise,Shoulders,10.0,kgs,15,,,
2022-02-28,Lateral Dumbbell Raise,Shoulders,10.0,kgs,15,,,
2022-02-28,Lateral Dumbbell Raise,Shoulders,10.0,kgs,15,,,
2022-02-28,Wide Grip Cabel Rear Delt Pull,Shoulders,32.0,kgs,12,,,
2022-02-28,Wide Grip Cabel Rear Delt Pull,Shoulders,36.0,kgs,12,,,
2022-02-28,Wide Grip Cabel Rear Delt Pull,Shoulders,40.0,kgs,12,,,
2022-02-28,Wide Grip Cabel Rear Delt Pull,Shoulders,40.0,kgs,10,,,
2022-02-28,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,8,,,
2022-02-28,Seated Incline Dumbbell Curl,Biceps,10.0,kgs,10,,,
2022-02-28,Seated Incline Dumbbell Curl,Biceps,10.0,kgs,12,,,
2022-02-28,Seated Incline Dumbbell Curl,Biceps,10.0,kgs,10,,,
2022-02-28,Seated Incline Dumbbell Curl,Biceps,10.0,kgs,12,,,
2022-03-01,Back Extension,Back,0.0,kgs,12,,,
2022-03-01,Back Extension,Back,32.5,kgs,15,,,
2022-03-01,Back Extension,Back,32.5,kgs,15,,,
2022-03-01,Back Extension,Back,32.5,kgs,15,,,
2022-03-01,Back Extension,Back,32.5,kgs,15,,,
2022-03-01,Straight-Arm Cable Pushdown,Back,35.0,kgs,12,,,
2022-03-01,Straight-Arm Cable Pushdown,Back,35.0,kgs,12,,,
2022-03-01,Straight-Arm Cable Pushdown,Back,35.0,kgs,12,,,
2022-03-01,Straight-Arm Cable Pushdown,Back,35.0,kgs,12,,,
2022-03-01,Meadow Row,Back,25.0,kgs,12,,,
2022-03-01,Meadow Row,Back,25.0,kgs,12,,,
2022-03-01,Meadow Row,Back,27.5,kgs,12,,,
2022-03-01,Meadow Row,Back,30.0,kgs,11,,,
2022-03-01,Rocking Pull-down,Back,40.5,kgs,12,,,
2022-03-01,Rocking Pull-down,Back,49.5,kgs,12,,,
2022-03-01,Rocking Pull-down,Back,49.5,kgs,12,,,
2022-03-01,Rocking Pull-down,Back,49.5,kgs,12,,,
2022-03-01,Cage Shrugs,Back,50.0,kgs,12,,,
2022-03-01,Cage Shrugs,Back,50.0,kgs,12,,,
2022-03-01,Cage Shrugs,Back,50.0,kgs,12,,,
2022-03-01,Cage Shrugs,Back,50.0,kgs,15,,,
2022-03-02,Incline Barbell Bench Press,Chest,0.0,kgs,12,,,
2022-03-02,Incline Barbell Bench Press,Chest,10.0,kgs,12,,,
2022-03-02,Incline Barbell Bench Press,Chest,20.0,kgs,12,,,
2022-03-02,Incline Barbell Bench Press,Chest,40.0,kgs,8,,,
2022-03-02,Incline Barbell Bench Press,Chest,40.0,kgs,8,,,
2022-03-02,Incline Barbell Bench Press,Chest,40.0,kgs,6,,,
2022-03-02,Incline Barbell Bench Press,Chest,30.0,kgs,7,,,
2022-03-02,Incline Barbell Bench Press,Chest,20.0,kgs,8,,,
2022-03-02,Paused Flat Dumbbell Bench Press,Chest,22.5,kgs,12,,,
2022-03-02,Paused Flat Dumbbell Bench Press,Chest,22.5,kgs,10,,,
2022-03-02,Paused Flat Dumbbell Bench Press,Chest,22.5,kgs,12,,,
2022-03-02,Paused Flat Dumbbell Bench Press,Chest,25.0,kgs,7,,,
2022-03-02,Assisted Dip,Chest,24.5,kgs,10,,,
2022-03-02,Assisted Dip,Chest,24.5,kgs,12,,,
2022-03-02,Assisted Dip,Chest,20.5,kgs,8,,,
2022-03-02,Assisted Dip,Chest,20.5,kgs,8,,,
2022-03-02,Landmine Rainbow,Chest,10.0,kgs,3,,,
2022-03-02,Landmine Rainbow,Chest,5.0,kgs,10,,,
2022-03-02,Landmine Rainbow,Chest,5.0,kgs,12,,,
2022-03-02,Landmine Rainbow,Chest,7.5,kgs,7,,,
2022-03-02,Landmine Rainbow,Chest,5.0,kgs,12,,,
2022-03-02,Bar Pushdown,Triceps,35.0,kgs,12,,,
2022-03-02,Bar Pushdown,Triceps,35.0,kgs,12,,,
2022-03-02,Bar Pushdown,Triceps,35.0,kgs,12,,,
2022-03-02,Bar Pushdown,Triceps,35.0,kgs,12,,,
2022-03-03,Cycling,Cardio,,,,0.0,m,0:15:00
2022-03-03,Stairs,Cardio,,,,0.0,m,0:26:00
2022-03-03,Reverse Crunch,Abs,0.0,kgs,0,,,
2022-03-03,Seated Ab Circle,Abs,,,,0.0,m,0:01:00
2022-03-03,Elbow To Knee Tuck,Abs,,,,0.0,m,0:01:00
2022-03-03,Scissor V Up,Abs,,,,0.0,m,0:01:00
2022-03-03,Plank Pushaway,Abs,,,,0.0,m,0:01:00
2022-03-03,Reverse Crunch,Abs,0.0,kgs,0,,,
2022-03-03,Seated Ab Circle,Abs,,,,0.0,m,0:01:00
2022-03-03,Elbow To Knee Tuck,Abs,,,,0.0,m,0:00:50
2022-03-03,Scissor V Up,Abs,,,,0.0,m,0:00:30
2022-03-03,Plank Pushaway,Abs,,,,0.0,m,0:00:30
2022-03-04,Barbell Overhead Press,Shoulders,0.0,kgs,10,,,
2022-03-04,Barbell Overhead Press,Shoulders,5.0,kgs,8,,,
2022-03-04,Barbell Overhead Press,Shoulders,10.0,kgs,6,,,
2022-03-04,Barbell Overhead Press,Shoulders,20.0,kgs,8,,,
2022-03-04,Barbell Overhead Press,Shoulders,25.0,kgs,8,,,
2022-03-04,Barbell Overhead Press,Shoulders,30.0,kgs,8,,,
2022-03-04,Barbell Overhead Press,Shoulders,32.5,kgs,3,,,
2022-03-04,Cable Y Raises,Shoulders,10.0,kgs,12,,,
2022-03-04,Cable Y Raises,Shoulders,10.0,kgs,13,,,
2022-03-04,Cable Y Raises,Shoulders,7.3,kgs,15,,,
2022-03-04,Cable Y Raises,Shoulders,7.3,kgs,15,,,
2022-03-04,Cable Y Raises,Shoulders,7.3,kgs,8,,,
2022-03-04,Cable Rear Delt Row,Shoulders,36.0,kgs,12,,,
2022-03-04,Cable Rear Delt Row,Shoulders,40.0,kgs,12,,,
2022-03-04,Cable Rear Delt Row,Shoulders,40.0,kgs,12,,,
2022-03-04,Cable Rear Delt Row,Shoulders,40.0,kgs,10,,,
2022-03-04,Lateral Dumbbell Raise,Shoulders,12.5,kgs,12,,,
2022-03-04,Lateral Dumbbell Raise,Shoulders,12.5,kgs,12,,,
2022-03-04,Lateral Dumbbell Raise,Shoulders,12.5,kgs,11,,,
2022-03-04,Lateral Dumbbell Raise,Shoulders,12.5,kgs,7,,,
2022-03-04,Dumbbell Concentration Curl,Biceps,12.5,kgs,12,,,
2022-03-04,Dumbbell Concentration Curl,Biceps,12.5,kgs,12,,,
2022-03-04,Dumbbell Concentration Curl,Biceps,12.5,kgs,10,,,
2022-03-05,Back Extension,Back,5.0,kgs,12,,,
2022-03-05,Back Extension,Back,35.0,kgs,12,,,
2022-03-05,Back Extension,Back,35.0,kgs,12,,,
2022-03-05,Back Extension,Back,35.0,kgs,12,,,
2022-03-05,Back Extension,Back,35.0,kgs,12,,,
2022-03-05,Assisted Pull Up,Back,32.5,kgs,10,,,
2022-03-05,Assisted Pull Up,Back,32.5,kgs,10,,,
2022-03-05,Assisted Pull Up,Back,32.5,kgs,10,,,
2022-03-05,Assisted Pull Up,Back,32.5,kgs,10,,,
2022-03-05,One Arm High Cable Row,Back,21.5,kgs,12,,,
2022-03-05,One Arm High Cable Row,Back,23.75,kgs,12,,,
2022-03-05,One Arm High Cable Row,Back,21.5,kgs,12,,,
2022-03-05,One Arm High Cable Row,Back,21.5,kgs,12,,,
2022-03-05,Seated Cable Lat Row,Back,38.0,kgs,12,,,
2022-03-05,Seated Cable Lat Row,Back,38.0,kgs,12,,,
2022-03-05,Seated Cable Lat Row,Back,38.0,kgs,12,,,
2022-03-05,Seated Cable Lat Row,Back,40.0,kgs,12,,,
2022-03-05,Barbell Brachialis Curl,Biceps,20.0,kgs,12,,,
2022-03-05,Barbell Brachialis Curl,Biceps,20.0,kgs,12,,,
2022-03-05,Barbell Brachialis Curl,Biceps,20.0,kgs,12,,,
2022-03-06,Incline Dumbbell Bench Press,Chest,20.0,kgs,6,,,
2022-03-06,Incline Dumbbell Bench Press,Chest,22.5,kgs,8,,,
2022-03-06,Incline Dumbbell Bench Press,Chest,25.0,kgs,8,,,
2022-03-06,Incline Dumbbell Bench Press,Chest,27.5,kgs,8,,,
2022-03-06,Incline Dumbbell Bench Press,Chest,30.0,kgs,8,,,
2022-03-06,Incline Dumbbell Bench Press,Chest,30.0,kgs,6,,,
2022-03-06,Low Incline Dumbbell Bench Press,Chest,22.5,kgs,12,,,
2022-03-06,Low Incline Dumbbell Bench Press,Chest,22.5,kgs,12,,,
2022-03-06,Low Incline Dumbbell Bench Press,Chest,25.0,kgs,9,,,
2022-03-06,Low Incline Dumbbell Bench Press,Chest,25.0,kgs,5,,,
2022-03-06,Low Incline Dumbbell Bench Press,Chest,22.5,kgs,3,,,
2022-03-06,Assisted Dip,Chest,20.5,kgs,12,,,
2022-03-06,Assisted Dip,Chest,20.5,kgs,10,,,
2022-03-06,Assisted Dip,Chest,20.5,kgs,9,,,
2022-03-06,Assisted Dip,Chest,20.5,kgs,9,,,
2022-03-06,Dumbbell Overhead Triceps Extension,Triceps,12.5,kgs,10,,,
2022-03-06,Dumbbell Overhead Triceps Extension,Triceps,12.5,kgs,7,,,
2022-03-06,Dumbbell Overhead Triceps Extension,Triceps,10.0,kgs,12,,,
2022-03-06,Dumbbell Overhead Triceps Extension,Triceps,10.0,kgs,9,,,
2022-03-06,Cable Crossover,Chest,15.0,kgs,15,,,
2022-03-06,Cable Crossover,Chest,22.5,kgs,15,,,
2022-03-06,Cable Crossover,Chest,25.0,kgs,12,,,
2022-03-08,Dumbbell Overhead Press,Shoulders,20.0,kgs,12,,,
2022-03-08,Dumbbell Overhead Press,Shoulders,20.0,kgs,12,,,
2022-03-08,Dumbbell Overhead Press,Shoulders,20.0,kgs,12,,,
2022-03-08,Dumbbell Overhead Press,Shoulders,20.0,kgs,10,,,
2022-03-08,Cable Face Pull,Shoulders,27.3,kgs,15,,,
2022-03-08,Cable Face Pull,Shoulders,30.0,kgs,12,,,
2022-03-08,Cable Face Pull,Shoulders,35.0,kgs,15,,,
2022-03-08,Cable Face Pull,Shoulders,40.0,kgs,15,,,
2022-03-08,Cable Lateral Raises,Shoulders,10.0,kgs,12,,,
2022-03-08,Cable Lateral Raises,Shoulders,10.0,kgs,11,,,
2022-03-08,Cable Lateral Raises,Shoulders,10.0,kgs,15,,,
2022-03-08,Cable Lateral Raises,Shoulders,12.3,kgs,3,,,
2022-03-08,Cable Lateral Raises,Shoulders,10.0,kgs,11,,,
2022-03-08,Rear Delt Cable Pull,Shoulders,15.0,kgs,12,,,
2022-03-08,Rear Delt Cable Pull,Shoulders,20.0,kgs,12,,,
2022-03-08,Rear Delt Cable Pull,Shoulders,25.0,kgs,12,,,
2022-03-08,Rear Delt Cable Pull,Shoulders,27.3,kgs,10,,,
2022-03-08,Cable Curl Behind Body,Biceps,8.0,kgs,12,,,
2022-03-08,Cable Curl Behind Body,Biceps,8.0,kgs,12,,,
2022-03-08,Cable Curl Behind Body,Biceps,8.0,kgs,7,,,
